,attitude,tweets
39003,neutral,"""Do you think... George Harrison's song """"Here Comes the Sun"""" was actually supposed to be titled """"Here Comes the Son"""" and was about Christmas?"""
39004,neutral,Milan just got its 1st same sex second-parent adoption https://t.co/XssIrUcU0r #adoption #family #Italy
39007,neutral,Just had a really sudden urge to watch Twilight but it's 10pm and I've got shit to do tomorrow
39009,neutral,why did I just spend the last 30 min rapping my fav Kendrick Lamar songs when I have a 5 page paper due tomorrow??
39011,neutral,"""They should have used wolf link for the rerelease of twilight princess. Or Isaac from golden sun"
39013,neutral,&lt;Curtis&gt; Various weather talking people are forecasting snow on the 24th to 27th. What do you think ? will we see... https://t.co/smLHBeqMiY
39015,neutral,But did you hear the Black Friday tracks from Kendrick and Cole.... Bless baby Jesus sandals..
39020,neutral,"""As the 4th largest military in the world"
39021,neutral,Uhm... the 9/11 hijackers sent their random girlfriends back to Saudi Arabia? @BuzzFeedAndrew just found a column for tomorrow. #GOPDebate
39026,neutral,Curtis and Puyallup all knotted up at 14 at the end of the 1st. #BattleofVikings
39027,neutral,Are you using your smart phone or tablet in the late evening? Twilight may be a solution for you!  R https://t.co/MRFlABJuDf
39030,neutral,Me: briana you're room has been like this since the 8th grade  Bri: calm down I got new blinds
39035,neutral,"""We wish we may"
39039,neutral,"""In the spirit (gees) of black economic empowerment (BEE) we're starting a band"
39040,neutral,@kev_tee23 @GeezMariee fuck just take her to the Compton swamp meet and may get lucky and run into Kendrick
39046,neutral,Kim Kardashian blasts Kris Jenner for encouraging Khloe to be with Lamar Odom: In a new teaser for this Sunday... https://t.co/UD3xjTyPbz
39049,neutral,Ajay Devgan starrer 'Baadshaho' to be released on Republic day 2017 (26th jan 17) which Directed by Milan... https://t.co/0QTAknZ3hH
39050,neutral,@adilray hi Adil how r you saw you last Thursday on MUSIC Awards on BBC 1 and today heard you on The Breakfast SHOW Chris Evans
39056,neutral,From the archives... Blog Every Day in May - Star Wars Day https://t.co/4FLS7J581e
39062,neutral,@TheBertShow I agree with Bert. Amy Schumer may not be in as many nominated movie roles just bcause her base is comedy - gets less noms
39063,neutral,Kendrick Lamar - Black Friday (A Tale Of 2 Citiez Remix) [New Song] by music of the heart https://t.co/Yq1asmB2Y3 https://t.co/YzUxB09jsQ
39064,neutral,"""@indydee how about our """"allies"""" in the Middle East... like the 3rd richest Military Saudi Arabia"
39067,neutral,"""Sonia"
39070,neutral,"""only us... milan"
39072,neutral,Why anti-terrorist coalition in Saudi Arabia may not be quite what it seems https://t.co/h1vHyDWHmb
39073,neutral,Kendrick sets the bar on that Black Friday shit got damn #TDE
39075,neutral,Lose yourself in the magic of Christmas during our twilight visits from 18 to 20 Dec @CastleHowardEst https://t.co/kInvzVb7xf
39077,neutral,Did we all forget about Kendrick's Black Friday track? Lawwwd
39078,neutral,every time I hear alright by Kendrick I think it's j Cole's Black Friday
39080,neutral,"""@1CupOfJoey Need to pop to the bank tomorrow before Star Wars"
39081,neutral,STAR WARS THE FORCE AWAKENS: A story about Kim Kardashian and Taylor Swift vying for more air time. Who will win? Tune in on Friday
39083,neutral,people inviting me to do stuff tomorrow... do they not realise it's STAR WARS DAY #StarWars #TheForceAwakens #Ilovethesehashtagemojis
39084,neutral,@acffiorentina @carpifc1909 @ASRomaEN @acmilan Milan will play Sampdoria tomorrow and they' will face @carpifc1909  next if the qualify
39085,neutral,"""Nice call"
39086,neutral,Nice 2c @ionacraig safely in the UK &amp; able to report her 1st hand knowledge of Saudi Arabia's war attrocities in #Yemen &amp; UK's role in it.
39087,neutral,I'm pretty sad that this is the first time I've heard Black Friday by Kendrick and J.cole
39088,neutral,Just put Twilight on then realised what had done and now I'm sat on my stairs thinking about my actions.
39089,neutral,"""https://t.co/xl2gdF5Mse Diversification is a good thing"
39090,neutral,@HuangRebekah @mkmknani @rowdy_tt @ljcambria The danger...stealth drone loaded with nuclear warhead. Israel or Saudi Arabia 1st target?
39091,neutral,"""@MilanCutkovic Milan "
39092,neutral,"""@Giandre9 it's not about Jesus for us. """"Thursday"""" is named after Thor...do you acknowledge Thor on Thursdays?"""
39094,neutral,Who's in Milan in February? You won't want to miss this! #Milano2016  https://t.co/J41jOrpTEa
39097,neutral,Always tired. Tomorrow (Star Wars Day) is going to be a LOOOOONNNGG day.
39100,neutral,@ASOS_HeretoHelp I haven't order yet but i need it Tuesday if i order now how many days take to reach saudi arabia ?
39102,neutral,"""I may be a bit slow on the uptake but I am sure David Bowie sang """"Ground Control to Major TOM""""??? and not """"Captain Tim""""???"""
39103,neutral,Curtis set for second game in charge: Caretaker boss Alan Curtis set for second game in charge of Swansea as the search for Garry Mon...
39106,neutral,"""Dear Dana White"
39110,neutral,Woman can drive may change Saudi Arabia but not the cars https://t.co/Kzu4lEqtli lewat @TheEconomist.
39113,neutral,"""3rd time watching twilight movies"
39114,neutral,Saudi Arabia's oil-induced cash crunch may come quicker than you think https://t.co/Yz9VAGpZog
39115,neutral,"""@CeeBabyGiraffe Kim Kardashian"
39116,neutral,"""For the 1st time"
39118,neutral,@MamaMacy07 This is regarding your concern engaged with Ira. May I know if you can use it via Facebook app?
39119,neutral,@JJArnold34 @aronde365 Kendrick is going to outshine Cole on this collab album tbh. He already did it on Black Friday.
39120,neutral,"""@gravity_fails you may be thinking of tara strong"
39122,neutral,"""I only give Kendrick his props because of his rapping style on Black Friday"
39123,neutral,Sampdoria-Milan: The Rossoneri squad: Here is the squad of Milan. AC Milan face U.C. Sampdoria on Thursday eve... https://t.co/0K4ms0U8gO
39124,neutral,Saudi Arabia supporting Egypt via debt purchases rather than put dollars in local banks. Probably the smarter move https://t.co/TfgRhOKVUQ
39125,neutral,Here Comes the Sun - A Jornada Espiritual e Musical de George Harrison [AGENDA] https://t.co/3PKGkgIe2p
39134,neutral,Official explanation of Saudi Arabia on Syrian refugee crisis.  May Allah aid the rulers of the Kingdom. https://t.co/GRmZ4xEV8x
39135,neutral,"""@ItsMeKimShaw did you see the Friday Night Lights spoof that Amy Schumer did? She had that glass"
39139,neutral,"""Are you a Force to be reckoned with? Thurs."
39140,neutral,@aleexxis_ @alexisalderetee he's making an album with Kendrick and Drake... it drops sometime in February
39143,neutral,george harrison wrote here comes the sun in eric claptons garden like if this makes anyone else happy we need to be bestfriends
39145,neutral,@DioscorusBoles @Independent reported in Oct: IMF has broken the good news that #IslamicState Saudi Arabia is going bankrupt within 5 years
39146,neutral,@Maestrouzy this is a part of the road map! (Saudi Arabia to crash Iran) may Allah safeguard us
39148,neutral,Star Wars Day :D Shame I can't see it until Saturday rathe than today though :(
39149,neutral,"""Sonia"
39150,neutral,@AMP1618 @GMAC86 @kanechrism any of you playing twilight @CommonwealthGC tomorrow night?  I'll be there with @jamesbull23 &amp; folks #golow
39151,neutral,@GoldGloveTV @VernNotice I'm playing Dark Souls tomorrow.   What have you been doing tonight ya shit?
39153,neutral,Just found out Kendrick Lamar is having a concert Friday and I have no idea where to get the tickets
39154,neutral,"""@TheMilanBible But Milan lost the cup"
39155,neutral,"""@HoldTheMilan If Milan will reach final Copa Italia"
39158,neutral,"""Don't miss the Christmas #Soccer Cup!BST vs Nottingham University Medics Football Club!Friday 18/12 at 9pm"
39163,neutral,Why am I watching a changing diapers contest between kim kardashian and jimmy kimmel instead of studying for the exam I have tomorrow?
39165,neutral,@lindsaypereira hahaha may b this logic comes from Rahul Gandhi ( a joker on whom the world is laughing ) hahahah
39167,neutral,"""December 12 - Lady Gaga and Taylor Kinney visited the restaurant """"Sadelle's"""" in New York City.  Lady Gaga  https://t.co/0Ve81UZoVo"""
39170,neutral,"""No stream tonight. Dark Souls tomorrow"
39173,neutral,"""Hajj stampede 'beyond human control': Saudi Arabia's most senior cleric"
39174,neutral,Lord Sugar named best business role model in the UK + Kim Kardashian came 3rd as voted by students. Was Santa 2nd? https://t.co/eENVFvUtKV
39175,neutral,Confusion clouds Saudi Arabia's anti-ISIL coalition: Some key members of the 34-nation anti-ISIL coalition ann... https://t.co/hKDMnuqfGm
39180,neutral,"""To all the nerds it's """"Star Wars Day"""" to me it's just another Thirsty Thursday! #InABarFarFarAway"""
39185,neutral,"""National Herald case: All Congress MPs"
39189,neutral,My last thursday of 2015 in MIlan..! see you tonight at 11Clubroom! https://t.co/tfGTiYSj2j
39191,neutral,They Still Have Slaves  - My 1st &amp;only Thought -  When a So-Called Prince from Saudi Arabia - Says ANYTHING about Donald Trump -
39193,neutral,@Chocobo_Kid Same reason you say 'Thursday' even though you don't believe in Thor.
39195,neutral,@_DanMatthews_ Would have been semis mate. Mind you don't think i'd be too surprised if they are in Milan in May now. #watchthisspace
39198,neutral,No kidding: Saudi Arabia's coalition against terrorists may not be what it seems https://t.co/IKL2ACpE7S
39201,neutral,"""There'd be absolutely nothing wrong with Muslim Brotherhood review if one was done on Saudi Arabia"
39202,neutral,@QueenShaun_ I hear u she due the 4th or whenever Milan feels like she's ready to make an appearance
39204,neutral,"""@JamesGunn I was watching Age of Ultron last night and something stuck out"
39205,neutral,@KatiePavlich @LisaDaftari does @billclinton know about this? He may be moving to Saudi Arabia.
39209,neutral,One hour to our Thursday Stream! Let's try and beat the Rotten in Dark Souls 2 this time! https://t.co/cxw19qDvOE #twitch
39211,neutral,"""@francescamain F-Main"
39213,neutral,Last night I met @MarnieTheDog and today @MartinShkreli arrest has ruined my thursday plans with a boy.  Happy Star Wars day?
39214,neutral,"""Kendrick Lamar has braids and he's """"cool"""" but I got laughed @ for having four str8 backs for 8th grade graduation???????????.."""
39218,neutral,Lady Gaga - Do you think the 3rd part of the Paparazzi-Telephone saga will be in LG5??: #LadyGaga #think #Papa... https://t.co/oUT7lCgvAK
39221,neutral,"""Inter v Lazio"
39222,neutral,Forget that new film everyone's talking about this is released tomorrow: David Bowie - Lazarus (Audio) https://t.co/f0PeznVCfa
39223,neutral,Thurs 12/17:  Wanna watch Big Hero Six with Thor &amp; Tanner today?  #ThortheElf2015 https://t.co/3Yn3dzMOPa
39225,neutral,Who's the designated David Bowie distributor tomorrow like? #PrintingMoney
39226,neutral,"""https://t.co/ozTi5f5eFe Top Gear to return in the spring"
39229,neutral,"""Y'all can't keep comparing jcole &amp; Kendrick "
39232,neutral,Is today Star Wars day or is tomorrow Star Wars day?
39237,neutral,"""Bacca scores and his Milan side get the better of Muriel's Sampdoria"
39239,neutral,"""May the Feng Shui Be With These Five Star Wars-Themed Household Items: Star Wars day is a little strange"
39245,neutral,"""31 games played with Inter and I sit in 5th"
39246,neutral,Amy Schumer Opens Up About Man That Tried To Date Her After Criticizing Her Looks: Amy Schumer sat down with T... https://t.co/7X812mwIuH
39249,neutral,If you haven't heard Black Friday by Kendrick and J Cole I suggest for you to listen to it.
39250,neutral,"""Soccer-Lazio end winless run"
39252,neutral,#JanzourNews Hold the applause for Saudi Arabia - Toronto Sun: Toronto SunHold the applause for Saudi A... https://t.co/X9SmUeW2cO #World
39255,neutral,DIU PV tomorrow. If we don't see papa Jotaro or have David Bowie playing in the background I'll be a little salty
39258,neutral,Are you going to be watching Lady Gaga tomorrow on Billboard's #WomanInMusic show?
39260,neutral,I can't wait for 3 more seconds of Twilight Town or that same Hercules boss on the train.  https://t.co/9MMxeandI0
39262,neutral,"""UN Security Council to meet Friday on Turkish troops in Iraq: 11 letter to the 15-member Security Council"
39264,neutral,Em is better at painting a picture with his words.and thats just my opinion..cuz ppl view Kendrick's 1st album as a story..and I don't.
39266,neutral,Kim Kardashian post-baby weight news: How she managed to lose 17 pounds only 10 days after ...: On Monday nigh... https://t.co/wUXvvfYy7w
39267,neutral,"""Testimony from Harvey Skinner"
39268,neutral,"""Ben Smith / Smith (concussion) remains out of the lineup Thursday"
39277,neutral,"""@_YogendraYadav : See the condition of congress"
39280,neutral,Come through the parking garage on 14th and Curtis
39281,neutral,I have no idea what I'm going to wear tomorrow lol. I should be like Kim Kardashian and wear like three different outfits lol.
39282,neutral,Rahul gandhi will have to take his birth certificate tomorrow to the magistrates court.... tough to prove not a minor @Swamy39
39284,neutral,Kim Kardashian has waited until the 6th month mark to make a HUGE announcement about her pregnancy! https://t.co/zWLskIiLy9
39285,neutral,I had a dream Milan hired Mourinho and he got us our 8th champions league title. Em...em....i think it's time to change this pillow.
39286,neutral,Christmas Family Twilight tomorrow from 4pm including our 'Young Brumbies' Club. Who will spot 'Bernie the... https://t.co/Riy500Pgrr
39287,neutral,"""in Saudi Arabia and the grounds"
39289,neutral,Tomorrow is the fire test of Judiciary &amp; Govt institutions on 5000cr NH scam performed by Sonia &amp; Rahul Gandhi @Swamy39
39290,neutral,"""Oil Price Not Done Crashing"
39291,neutral,They may as well start talking about Kim Kardashian's new camel coat... https://t.co/v1ufNVxwa1
39293,neutral,The sun burns you in SAUDI ARABIA it doesn't in New York wow I can't why did i watch this https://t.co/YLQu3sVZn5
39296,neutral,"""Just Announced: Milan"
39302,neutral,"""If Iran was ruled by """"rational"""" anti-semites"
39303,neutral,"""All obstacles removed"
39306,neutral,Won't be long before people will be trying to tell us Saudi Arabia and Iran have nothing to do with Islam https://t.co/AYT51YVcGw
39312,neutral,Bush campaign may have Trump by the nuts - they have a new TV spot showing Trump saying Hillary best qualified to negotiate Iran deals
39313,neutral,Star Wars Day at O2 Centre: Join us from 10am tomorrow for storytelling with Princess Leia at @WaterstonesO2 https://t.co/8sqZmc1HbT
39318,neutral,"""Will be opening TFI Friday tonight (live @7.30 on 4). on a tandem bike with Chris evans"
39319,neutral,@DiDenir_ @NickiDupre also didn't Carlo build that Milan team? Or maybe Silvio did all the work and he just sat back and ate pizza
39320,neutral,Hold the applause for Saudi Arabia | Hassan | Columnists | Opinion | Toronto Sun https://t.co/ty2vAj56Po
39321,neutral,"""It's Free Shipping Friday! Unless yer in Saudi Arabia"
39323,neutral,"""Whether or not you agree with Iran's FM"
39324,neutral,After all the X-Mas parties this weekend - Don't forget to visit Kendrick and Sean - Keith this SUNDAY NIGHT at... https://t.co/78hgs9Zpef
39326,neutral,And Saudi Arabia have the nerve to say Trumps a bad guy for wanting to ban Muslims...  https://t.co/oK02hgKWqV
39336,neutral,"""Not a fan of TFI Friday or Chris Evans"
39338,neutral,@TFIFridayLIVE Chris Evans may just as well have a wank and be done with it.
39339,neutral,"""@iamsrk Hello m from Iran Plssss ask SRK "
39341,neutral,Me meeting Lady Gaga for the 1st time: https://t.co/3Tpaddpkq4
39346,neutral,"""Kim Kardashian: Star Wars Brought Me &amp; Kanye West Together!:  As you may have have heard"
39347,neutral,@milanistavici @TheMilanBible all this people should not be in Milan ether may be DS cuz he still had some time
39348,neutral,Check out the Christmas trading times for the Eagle Farm Markets! Don't miss the Twilight Fresh Market on Wednesday! https://t.co/4seFrI8bRk
39356,neutral,Kim Kardashian makes post-baby debut in live stream chat: On Thursday evening the 35-year-old Keeping Up With The Kardashians star ga...
39359,neutral,"""Katy isd really sent out an email on Friday saying it was okay for kids and teachers to dress up for """"Star Wars day"""""""
39362,neutral,"""@ConflictNI 18 Dec 2015"
39363,neutral,Saudi Arabia to buy 30 An-178 planes for its air force https://t.co/lYMQXlkd8m That's a nice chunk of change for #Ukraine They can use it.
39368,neutral,"""Kim Kardashian Wears Star Wars' Princess Leia's Slave Bikini in Throwback Pics From Kanye ...: On Friday"
39370,neutral,Follow the top David Bowie stories for Dec 19 on our topical page: https://t.co/Qo0BsABI0B
39377,neutral,It may be the right wing Indo SF TDs silent over Adams's links to IRA tax dodger  https://t.co/HHNQudlh8W
39380,neutral,"""@CaraLTaylor as promiscuous reader (lol) you might like my book """"the Persian Paradox"""" available on Amazon 1st woman Potus"
39384,neutral,me when i think of larry and the new year and the break but remember briana is due in February and babygate wont die https://t.co/DJuyi12dmB
39386,neutral,Obama administration poised to lift sanctions even as Iran flouts nuke deal with missile tests - Washington Times https://t.co/2R6l0MYCZY
39391,neutral,my mom tomorrow: why are you so tired me: [flashbacks to watching chris evans interviews all night] me: uh
39393,neutral,@babymonster101 ok so I guess they update it every ten mins so hold on it may not be stupid lol #MTVStarOf2015 Lady Gaga
39394,neutral,"""Then"
39396,neutral,Let's play 'how much liquor can Briana get her hands on at the family party before anyone notices' tomorrow.
39403,neutral,"""Iran is in the grip of a seven-year drought"
39405,neutral,@Anaminona @AlArabiya_Eng Been in alliance for quite some time and may be to counter Saudi Arabia. Qatar had recently agreed deal with Iran.
39407,neutral,#MTVStarOf2015 Lady Gaga Veterans' PTSD may recur down the line | via foxnewshealth | https://t.co/J0IxMM4S0G https://t.co/fAakxRQsnC
39409,neutral,"""Iran """"..has begun to pull back its forces and may be reducing its overall military involvement as the peace process"""" https://t.co/dFHalxlzPk"""
39411,neutral,"""Saturday Night Fever (Bee Gees"
39412,neutral,@DUHNIELWING Hi there. This is Arjhay in behalf of Ira. May I know the details of your concern for further assistance?
39413,neutral,#SaudiCoalitionDividingUmmah  If today it's Iran tomorrow it can be Pakistan  Don't let America win by its divide and rule again
39414,neutral,Sonia and Rahul Gandhi will have to appear on the next date of hearing on Feb 20 as well @DelhiConnect
39415,neutral,Coalition is necessary for the 1st time Muslim stood up ag terrorsm wdout dependng on west.Iran cant be bcz all Ts there assets. @DrAyesha4
39416,neutral,Briana is due to give birth on the 4th of January. It will be announced towards the end of February that Louis is not the father.
39417,neutral,"""@JebBush @MichaelvdGalien Yeah Jeb and you fully support &amp; trust the Germans. Germany backs Putin"
39418,neutral,1/2  Just found my OpEd on the front page of Iran Daily (in Persian). A good read for Saturday morning.  #terrorism https://t.co/V4m9j52eKA
39421,neutral,@kcrewdersTher is Thor's TIPI  at the Xmas market outside M and S - get them moving ( think it serves beer so they may run )
39423,neutral,OJ Simpson prepared to kill himself in Kim Kardashian's childhood bedroom in a new trailer released on Thursday for the upcoming American
39425,neutral,@FoxNews @Montel_Williams is this why we hear that BO may be trading prisoners with Iran? Should we give them the 14 or so we have for them?
39428,neutral,"""you gonna send me """"Black Friday"""" kaofela """"@BlaqjuiceT: Kendrick killed the 'tale of two cities' remix yong. Straight up."""""""
39429,neutral,"""The.old woman next to me on the plane is currently reading Twilight"
39436,neutral,"""#NationalHerald  We done sir"
39438,neutral,Iran and the Region in 2015 | The Iran Primer https://t.co/qq0hdNygPz
39441,neutral,"""Every game with Curtis as caretaker manager has a growing opportunity cost. Jenkins may be acting diligently"
39444,neutral,"""Walking around Milan on a Thursday night"
39449,neutral,@thekarami It may not b a matter of courage but the comparison does not apply the US is MUCH more diverse in all manners compared 2 Iran
39450,neutral,Iran ups oil output by 500k barrels in hours: Iran said on Saturday that it has set a record in boosting its o...  https://t.co/PljcfjAu87
39451,neutral,@twitter @Support @safety you do realize Chris Evans' account has been hacked right?? or y'all sleeping off a friday night hangover or sth
39452,neutral,Selling Day for a Night Free Press Passes Ft. Kendrick Lamar. $40 for 2 day pass. Kendrick performs tomorrow at 9:30 p.m. Hmu if interested
39456,neutral,"""@sloover @aidannolanmusic Iran is a big difference. She may be more hawkish than Sanders"
39461,neutral,Curtis 8th grader Justin Unger runs a PR to open his season with a 5:21 1600!
39462,neutral,"""#iran Iran men march into final: In the end"
39463,neutral,"""Iran men march into final: In Sunday's final"
39464,neutral,"""Iran"
39466,neutral,#Iran #Terrorism Iran expects oil to fall below $30: Iran said on Saturday that it expects o... https://t.co/i4wrNjfjDT #Islam #Tcot #UHF
39468,neutral,"""#Nepal #NepalWomen Iran men march into final: Sri Lanka"
39469,neutral,"""Putin will keep it nice and safe"
39471,neutral,Sending troops to Iraq may be a dangerous game for Turkey: Ankara's dispute with the federal government in Ira... https://t.co/4EFMrbxege
39476,neutral,Empoli now 7th on the table ahead of Milan (8th). After Lazio at home Inter will travel to play Empoli away.
39477,neutral,It's the last regular Sunday market before Christmas (though there will of course be the ever-popular Twilight... https://t.co/V4pkCnezp7
39479,neutral,'Lady Gaga' appeared on Saturday 19 at the 5th place in the Top20 of Greece's Trends: https://t.co/ZdV9XVvCdI #trndnl
39483,neutral,"""Somehow I've ended up watching all the Twilight movies again. The first is entertaining"
39485,neutral,"""@karth81292 Yup this one. Shocking. Anyway I hope Milan don't bottle it tomorrow"
39488,neutral,"""To """"show different aspects (of Iran)"""" &amp; """"leave the conflict at the level of the leaders and not between the people."""" https://t.co/Yu7niaqiqR"""
39491,neutral,@realDonaldTrump remind the media that we may not have journalist killed but this administration doesn't mind leaving them jailed in Iran
39492,neutral,"""My sis was like """" Kanye should run for prez in 2020."""" Me """" do you really want Kim Kardashian as 1st lady?"""" *drops mic*"""
39494,neutral,Who going to the Kendrick lame concert tomorrow?
39495,neutral,@juliabracadabra Bernie's there like crossing his fingers that Saudi Arabia is going to wake up tomorrow and decide to take out ISIS
39496,neutral,"""Just sat through """"watching"""" Twilight for the first time while Abby asked questions"
39499,neutral,If I celebrate it wrong will Thor beat me with his hammer? https://t.co/tDirSncNnw
39501,neutral,"""@thelizlincoln I know"
39505,neutral,Plus I missed the thespian Christmas party and I'm missing Kendrick Lamar tomorrow lame
39507,neutral,"""Lana posing with Lady Gaga for another picture at the Billboard Women in Music awards on Friday"
39508,neutral,"""Got bored"
39509,neutral,@MinuteMan1776  Saudi Arabia &amp; Many other Foreign countries may want to debate ya on that one! Lol
39511,neutral,Is anyone going to go see Kendrick at day for night tomorrow?!?
39514,neutral,Bernie Sanders is right: Saudi Arabia is more focused on the conflict in Yemen than fighting ISIS https://t.co/iblGoMPWXv via PolitiFact
39517,neutral,No disrespect to kendrick but march madness was the song of the year if not the greatest song of all time
39520,neutral,Turkey to pull troops from Iraq: Turkey announced Saturday it would withdraw its troops from Ira... https://t.co/c9GeSyBBNO ff: gospelgee
39522,neutral,Fab &amp; 50's tapes the only shit I been playing lately.. Well add cole and kendrick's Black Friday too of course
39523,neutral,"""Cole dissed Future on his Black Friday"
39524,neutral,If she did the US may be at war with Iran right now. https://t.co/oksAVdKSAC
39526,neutral,"""@liammannix I'm getting the same. I heard that """"Thor"""" may have gone to #Canberra. Not sure about the others."""
39527,neutral,@HausOfKiersten this may be creepy but you actually look at lot like Lady GAGA. I never got a good look at you but I saw one of ur selfies
39528,neutral,@timothycsimons Cate Blanchett being Australian may have squashed this theory a bit. Or thrown a caveat into the mix.
39530,neutral,"""REPORT: After heavy losses"
39532,neutral,Kanye west is dropping a new album and Kendrick and cole are dropping a collab album. The rest of the rap game may as well give up.
39535,neutral,"""Indians crash out in semis: Sri Lanka will meet Kazakhstan in the final on Sunday. Earlier"
39537,neutral,"""Kim Kardashian's maiden family outing with son: Los Angeles"
39539,neutral,Why is Rahul Gandhi smiling? C'mon the answer is simple. He is absolutely free to watch Chota Bheem now.
39541,neutral,Leaving Bangkok tomorrow morning. Next stop the middle of the Empty Quarter desert near Saudi Arabia. https://t.co/1S6aF6TuK9
39544,neutral,"""Starting tomorrow in all Carrefour retail stores across Saudi Arabia"
39545,neutral,We Milanisti rather read some news how things are finally going to change within Milan.  https://t.co/Hrm5jd4KDv
39547,neutral,@mikeconnor999 @OwenCallan no. But then neither of them were believed by everybody under the sun to be the head of the IRA as well
39548,neutral,Tunisia: President Essebsi to make an official visit to Saudi Arabia on Dec 22 &amp; 23 https://t.co/uA2PzSyrdG #TnPR https://t.co/PgpqQ1yTJp
39550,neutral,Fact: this was 8th grade at 5:00pm ...I was as dramatic as Kim Kardashian when she had psoriasis.. https://t.co/AQOZA59MJx
39551,neutral,Follow the top Iran stories for Dec 20 on our topical page: https://t.co/h2DwWc6iSE
39558,neutral,@BrianaNews ok then why haven't we seen him with briana since may
39559,neutral,"""@_HesWorthIt """"I can imagine what Chris has said about me."""" He blushed a little. """"I don't know for certain yet but Bucky and Thor may &gt;"""
39560,neutral,"""@EjmAlrai @Heresay1 perhaps Russia doesn't want to alienate Israel&amp;its mafias"
39561,neutral,You can read the brand new online edition of India Legal right here: https://t.co/7tQoYP2iAc  Also Rahul Gandhi view https://t.co/TG9l7HdFFZ
39562,neutral,the Milan game motivated them or what...? -_- they started scoring after having not scored in 5 out of 7 games... https://t.co/I37hNDeitF
39570,neutral,"""December 20. 1958 John Lennon"
39572,neutral,I'm not sure what Rahul Gandhi is trying to accomplish with all of this https://t.co/hIhqPNxGGG
39573,neutral,Lady Gaga out and about in New York City (December 11th) - https://t.co/nryadSlisP
39574,neutral,For our Sunday we have......we have the computer hooked up and I have a little time on it this morning.  Bee Gees... https://t.co/EEMDg0X5dv
39575,neutral,"""this Monday 21st of December"
39576,neutral,"""And the #bellamilano winter sun shines with equal gusto on every thing @ Milan"
39581,neutral,@ChapZachman and I are hosting a blood drive this Wednesday from 3:30-6:30 @ the Milan municipal building! https://t.co/hXASLwJxLm
39582,neutral,Completely different milan in the 2nd half
39583,neutral,Lady Gaga and Beyonce really need to stop playing and make that 3rd music video
39584,neutral,Milan will play Bologna on the 6th of January when Serie A resumes after the Christmas break.
39586,neutral,I suppose they may have just outsourced the production of Lady Gaga's underwear to the PRC
39587,neutral,FT:  Frosinone 2 AC Milan 4  Milan move 6th in the table while Frosinone's struggle continue being 18th in the league. #FootballComesHome
39588,neutral,@elzrocks it seems so. It would have been close had I gone to Iran. Back Thursday. I'll go in the new year. Would be brill
39590,neutral,"""Tony Blair Faith Foundation: 65"
39592,neutral,"""Galliani: """"Boateng will be a Milan player starting from January 4"
39596,neutral,Louis is going to be seen with Briana tomorrow
39597,neutral,@LifeofSigh Else you just end up in some horrible censorship whirlpool. Then you may as well be Saudi Arabia.
39600,neutral,"""Critics describe 5th Wave is going to """"do for aliens what Twilight did for vampires"""". https://t.co/UHCBLJbEYr"""
39601,neutral,How you going to be a Cole account and put up the Kendrick verse...?  https://t.co/ULqIfqwtfL
39603,neutral,"""Cc @someborry """"@Chuks_Dave: As odd as it may sound"
39605,neutral,"""Omg kim Kardashian has her own kimojis not fair"
39606,neutral,Follow the top Lady Gaga stories for Dec 20 on our topical page: https://t.co/Z78dF6gsar
39607,neutral,"""Well"
39614,neutral,recent google search: how to get clear skin without sacrificing the blood of a newborn babe at twilight under the 1st full moon of the year
39615,neutral,"""@Cvivian24 hey Curtis"
39616,neutral,look at the percentage chance of Milan finishing 6th. Strong green in a see of uncertainties  https://t.co/aWrefFet8Q
39618,neutral,@BinsToyBin hay jun and bin you know who I saw creepy twilight at my Walmart today. I have one question who give a way twilight.
39619,neutral,100-strong Azerbaijani economic delegation to visit Iran: Azerbaijan was the 12th leading importer of Iranian ...  https://t.co/edSmnZrAJK
39620,neutral,Ted suggests that Thor's bitie skillz may have been genetic. Mariel tells Ted he needs a tetanus shot. #BadMoon
39621,neutral,Women in Saudi Arabia allowed to vote for the 1st time &amp; some elected to office. Victory or just for show? @AsraNomani shares her thoughts
39623,neutral,"""@charlesfrith Tony Blair"
39628,neutral,"""@KatjaDFE i dont know if saudi arabia is a still 3rd world"
39629,neutral,"""Lady Gaga appeared to momentarily regret her choice of evening wear on Saturday night"
39630,neutral,Someone had a power nap...   MFW... This may be a really late night with no Dark Souls... :/ https://t.co/hSRsWoCdSL
39632,neutral,No! R u sure? I didnt even know Milan is polluted . I thought all time is cleaned. To know I'm in LA to take the sun .
39633,neutral,Inter EP #2 80% edited and RTC #10 100% edited for tomorrow! Can now get cracking on some footage for EP #3 when its the Milan derby!!
39635,neutral,Follow the top Amy Schumer stories for Dec 21 on our topical page: https://t.co/pFWJ03MHXE
39636,neutral,"""Lady Gaga - """"Applause"""" - Empire of the Sun Remix my new single https://t.co/AVWDuoFdNF #MTVStarOf2015 Lady Gaga https://t.co/kNExhw9Eyz"""
39637,neutral,@BreitbartNews Get Saudi Arabia and Israel out of the presidency and congress and we may have peace on earth F'n #Soros and #Adelson!
39640,neutral,If Kim Kardashian and Kris Jenner were in Freaky Friday you know Kris would absolutely not switch bodies back. She wants to be Kim so badly.
39642,neutral,when did briana get pregnant was it before july like 3 months earlier than july so does that mean she is due by now where's the baby
39646,neutral,Lmao I thought Kendrick was about to play Black Friday and I freaked out but nah
