,attitude,tweets
39738,negative,"""#Obama wants visa waivers for travelers from Iran?  Sure"
39741,negative,"""#IMF: Iran's economy faces serious risks"
39742,negative,"""I may never get the """"It"""" girl that is Amy Schumer [shrug]"""
39743,negative,Iran Says New U.S. Visa Rule May Violate Nuclear Pact - now it's starting to make sense.  https://t.co/F4AiRpaEp7
39744,negative,@ColMorrisDavis @jaketapper House of Saud destroying Iran's petro economy before they can get the 1st tanker filled
39749,negative,@asianenterprise What the what is this Admin. so fearful of Iran in 1st place the deal stunk.
39752,negative,"""You couldn't make it up. Plastic Paddy school teacher"
39757,negative,"""@zaidbenjamin apart from Saudi Arabia"
39763,negative,The just-passed (this past Friday) PATH Act is expanding an IRA owner's ability to avoid the 10% penalty on a... https://t.co/h83B9NZi0f
39779,negative,"""@AJEnglish did you explain to him how Qatar"
39784,negative,briana's baby is due in march if it's on my birthday ill deactivate
39785,negative,@befourhoe so you personally don't have the right to say any sort of shit about them. a few immature ones may comment rude shit on briana
39793,negative,"""Hear he halved oil price"
39796,negative,im so scared to fall asleep bc louis and danielle can be married and niall will date james and harry may move to germany with briana
39797,negative,@Kahaanify I agree bt may be Martinez doesnt think so.. he may get to start all the the time if he goes to Milan
39798,negative,How immature can you be calling Danielle a stunt/beard/December girlfriend? Like he's WAY happier with her than Eleanor or Briana..
39799,negative,"""@cvpayne @TeachESL @thehill Actually"
39800,negative,"""I think I saw my soul mate on the metro this morning. But I didn't get to talk to her and I have left Milan"
39803,negative,Iran Says New U.S. Visa Rule May Violate Nuclear Pact. All the Ayatollahs want is the Terrorism Billion$ https://t.co/utvwcXHeYK
39812,negative,You may ask why I'm listening to The Vamps. Sadly not even I know the answer...
39813,negative,As further proof we may be in our final days I submit the astounding discovery that there are actual Kim Kardashian fans.
39819,negative,getting a call from saudi arabia on a tuesday morning is a slightly alarming way to start the morning
39820,negative,@BigGfaetheBigG HER NUMBER of followers are about the same nrs the IRA slaughtered for 13 dead on Bloody sunday
39822,negative,"""@ajplus Tell us abou the teenagers Saudi Arabia is chopping heads off. C'mon"
39835,negative,it wasn't a little sobbing cry it was like full on tears pourin Kim Kardashian type of cry.  Man I hate Big Hero 6. Rip baemax-me 5th hour
39836,negative,Lady Gaga you turn me on in such weird ways. I'll bite your ass 1st home girl
39838,negative,Kim Kardashian's body. I would break things and push people with my huge ass butt. https://t.co/vaDbT1fov5
39844,negative,"""And come April"
39846,negative,"""@KhaledAbuToameh @BenWeinthal If Israel withdrew from West Bank tomorrow it would be taken over by Hamas"
39848,negative,@asianenterprise 1st time I hear a White House shiver over Iran. Looks like they got you by the ----cz you folks sold us out to the enemy.
39850,negative,Israel's probably gonna go on strike tomorrow and I'm screaming on the inside ....... I WANT TO GO HOME
39853,negative,22 Dec 1987- UDA leader John McMichael was killed by an up and under bomb placed on his car by the IRA in Lisburn https://t.co/lY6DbcbsjW
39856,negative,"""France is Israel's largest source of aliyah for 2nd straight year: For the second consecutive year"
39859,negative,"""@A7medJa7af @JamilaHanan it's crazy what happing in Middle East"
39864,negative,"""@ronin7us @atlasshrugs may have always been """"Israel"""" but no reason Zionists had to kill for it."""
39867,negative,Kim Kardashian has proved to the World that if you suck enough dick Apple may just make you into an emoji
39868,negative,"""Assault on Academic Freedom? UCLA Conference Blames Israel: In October"
39869,negative,"""@mik61scot It was a shame all the big oil cos. went to Iran in August with a UK minister"
39870,negative,"""@imraansiddiqi C'mon"
39873,negative,Yo it's been 2 and a half weeks since Kendrick's Black Friday dropped and I still haven't fully understood all his lyrics yet...
39879,negative,Putin is baiting you He waits for the first week of new admin b4 he starts mayhem/chaos. 3rd  most dangerous person behind iran and potty
39880,negative,@wmsolomon only shiite only in iran. the rest of muslim world enjoy ashura porridge for 1st muharram
39881,negative,"""you may be shallow"
39882,negative,Craziest day ever and back for 3 shifts at work tomorrow (Kim Kardashian cry face)
39886,negative,Tony Blair sees his millions as modest: Yes he is such an honest geezer (#shouldbesecyioned tbh) ~ https://t.co/Ebu4kdBwoF #FreakyBliars
39891,negative,Now that Iran ripped us off by the legendary Watch this Friday.
39900,negative,i may have forgotten all the parts in Ultron that didn't involve Chris Evans' ass. is there still a JARVIS in Tony's smart home/suit
39904,negative,@_flexout12 well then you need to take Kendrick Lamar off cause his last album wasn't good you probably just going off of Black Friday ....
39911,negative,I suppose their will be a quick flight for Kerry to Israel for damage control. Putin picking up the pieces  https://t.co/OGpqkyUnKS
39913,negative,"""Dark Souls progress: getting real sick of these Asylum Demon-like bosses. Firesage was exactly the same as Stray Demon! c'mon"
39917,negative,"""Israel razes West Bank home of Modi'in hammer terrorist: Last Tuesday"
39920,negative,Congress leader Rahul Gandhi on Wednesday accused Prime Minister Narendra Modi of making false promises to come to power and said he ...
39921,negative,"""It should put her in federal prison for life"
39925,negative,"""Surprised they actually dealt with May so extensively"
39927,negative,Gardai fear a split in the IRA and Sinn Fein?I know what to get them for christmas now! https://t.co/fk6zmiXd8b https://t.co/a98asDPB9D
39929,negative,One of the blokes spent the night in a cell in Israel. @stellacreasy is bandwagon jumping and getting it very wrong. https://t.co/VSrk9h12qb
39933,negative,"""As the world marks International Human Rights Day on Thursday"
39935,negative,Berlusconi is not impressed by the 6th position of Milan on the table and he is expecting 3rd place at least. #MN
39942,negative,Ah bollocks. I liked this guy's Israel stuff but looks like he's a dud.  https://t.co/CF0nxg2Tcx
39944,negative,"""@italianirish81 @FintanCox exactly"
39954,negative,Rumours that Chris Harris may join Chris Evans on Top Gear. They'll have to make extra wide doors for 2 such fantastically egotistical twats
39957,negative,"""Christians threatened with violence for worshipping Christ. No"
39958,negative,"""Because seriously"
39961,negative,May Allah knower from which country as Kuwait and bad guys that think power and support israel zionist.Their dedication with Nasa is Revert
39962,negative,Louiss.!! Now you're old 25th.!! And now you want have a little baby from briana! Ohh my fuckk! My baddream!! #Selamatulangtahunlouis
39967,negative,Uncharted 4 delayed until april 26 fuck..... now i debating getting it at launch since Dark Souls 3 is coming out april 12th
39970,negative,"""@SushmaSwaraj My student visa get over in 15 Jan 2015. But I contacted to Indian Embassy in Israel"
39971,negative,#days #days50 Wednesday  Theresa says Kate dresses like David Bowie. Kate says what models have been saying and it is not all good!
39972,negative,Tony Blair may not be to blame for the rise of ISIS but he certainly has the lives of British soldiers on his hands. Posh boys wants same
39977,negative,@Ryanair currently stuck at stansted. My fight to Milan delayed 2h. May I know why? What's wrong with it?
39978,negative,"""@GenMthinker @AbbsWinston @GLASNOSTORGUK it just points out the calls that israel is on palestinian land is garbage"
39981,negative,Project in March or whenever the fuck I feel like I should playing Dark Souls and focus.
39988,negative,"""UK Home Sec Theresa May"
39989,negative,"""@primetime_tony @YourAnonNews Supporter of Israel who backed Israels assault on Gaza. Now has the nerve to say """"it may have been too much"""""""
39990,negative,.@Deadmau5 has been absent from social media since posting a rant about Justin Bieber and may continue his hiatus.  https://t.co/Xp2Ut0buRc
39995,negative,WATCH: Algerian troops march singing 'kill the Jews' | The Times of Israel https://t.co/pX6tmFlNJg
40001,negative,"""Just sat through twilight"
40007,negative,Chris Evans is going to New Orleans wizard world in Jan &amp; I just found out today I'm so upset
40011,negative,@CharlieDaniels That may be a function of total aircraft weight at take off at the higher altitude in Tehran. Boo Iran. Boo ISIS. Boo Evil
40015,negative,"""In Israel"
40017,negative,I'm not sure Obama's Cairo speech has enough staying power to overcome siding with Iran in regionwide sectarian war. https://t.co/7am6ONdMOt
40022,negative,@netanyahu My thriller shows what the stupid deal with Iran may deliver. Please read. https://t.co/A5wVh3YRx1 https://t.co/eGfNXT7bfa
40023,negative,Shane is leaving to go back to Africa tomorrow. Ben is leaving for Israel on the 29th. Guess where I'm going?! NOWHERE
40032,negative,Saudi Arabia hospital fire: 25 killed and over 100 injured 24 December 2015 From the section Middle East Image... https://t.co/v2oNnvejUe
40033,negative,Dr Strangelove and Curtis Le May : The cities the US wanted to 'systematically destroy' during the Cold War https://t.co/zJRBX7dIdO
40037,negative,Who the fuck would buy a Justin Bieber vinyl https://t.co/x6LEkehnOG
40040,negative,"""#Superdeporte: Giannelli Imbula not impressing at Porto. The Portuguese club may consider a sale. Milan in the front"
40050,negative,"""Justin Bieber is 1st"
40053,negative,"""Honestly"
40054,negative,"""@KazeRaeChan I am sat in my bathroom with a hot curling Iran pressed to my head waiting for a disaster to happen"
40067,negative,"""@georgegalloway do you know if Iran has any plans to hang any Gays tomorrow"
40072,negative,"""At Least 25 Killed in Fire at Saudi Hospital: In Saudi Arabia on Thursday"
40073,negative,"""@LisaDaftari @lolasky2014 That's not true.  Israeli Zionists want only a """"Jewish"""" israel"
40078,negative,I'll be so jealous all the people who got surprise Justin Bieber tickets tomorrow
40091,negative,"""Why can't people just accept that Louis got Briana pregnant"
40100,negative,@joshmcgill08 gonna be really sad if I wake up tomorrow morning and Justin Bieber is not under the tree
40105,negative,He just isn`t a sneak like Clinton. If she cared about womens rights she wouldn't be taking money from Saudi Arabia. https://t.co/Bl6k7rD1WB
40107,negative,"""Egypt rejects $257M natural gas deal with Israel: Arutz Sheva - Middle East - Fri"
40109,negative,Justin Bieber's manager Scooter Braun reveals he thought he may die https://t.co/3EjIjEN2x7 via @DailyMailCeleb
40110,negative,Zionism has made Israel one big prison. They don't realize they are the architects of their own demise. https://t.co/UeNeAYrgCU
40127,negative,Justin Bieber was steady flashing so many symbols in his sorry video am afraid I may have been unknowingly initiated into the illuminati.
40131,negative,@Daily_Express @TrotAlex a stupid article .Beth Lehem is under the PA ruling. How come u put it at the 1st place and blame Israel 4 it ?
40137,negative,"""yes"
40138,negative,"""@the_eumelia @yoskesh @BINAlerts Pastors every Sunday believe that all Palestinian deaths are justified as Israel """"belongs"""" to the Jewish."""
40141,negative,"""Sorry to hear Justin Bieber was beaten by an NHS choir. However justified the emotions"
40164,negative,I hate it when people say that Lady Gaga is ugly. ( Marry the Thursday !)
40201,negative,"""Khamenei has written a 2nd letter to Western youth giving them advice"
40202,negative,Why the hell is Black Friday by j cole and Kendrick not on iTunes yet.
40210,negative,"""Dentist may lose Navy job in Saratoga due to Israel ties: """"You have weekly telephone contact with your mother ...  https://t.co/i0NeNhaoQZ"""
40211,negative,"""@Wxc41302563Wxc  If you really want to help muslims you may try to destroy (Iran) instead of destroy (us)"
40213,negative,"""#Israel #US Dentist may lose Navy job in Saratoga due to Israel ties: Asked about the case"
40217,negative,"""I may be a directioner but that doesn't mean that I agree with them bashing justin bieber"
40223,negative,Today is 9 months since the 26 March start of Saudi Arabia's US and UK-assisted war on Yemen. There is no end in sight.
40230,negative,@2020Jabry @CNN @realDonaldTrump Russian hasn't struggled against ISIS. It may seem odd; Russia and Israel have the same aim.
40231,negative,Justin Bieber - What Do You Mean? You don't just have 1st on the billboards but 2nd &amp; third. Over there https://t.co/0o2VqOWRdA
40233,negative,Had a rough time trying to make Dark Souls work with OBS =/ Gonna have to figure out a few things and stream tomorrow i #21053
40234,negative,"""Friday demonstrations: several Palestinians injured by IOF fire: On Christmas Day"
40243,negative,As long as the final shot is called by @khamenei_ir there is no such thing as moderates in Iran. https://t.co/swgY1CA7px
40244,negative,26 December 2003 - Bam earthquake struck the Kerman province of southeastern Iran. https://t.co/W7zOlVOpYU
40250,negative,@Sjp_Toogood @baker_liam Thinking Curtis may not be happy with contract offer and trying to stay uninsured so he can move (can't blame him)
40253,negative,@davidnorecuador @haaretzcom U may want to check this out! Racism in Israel! https://t.co/dUNLNtic9L
40254,negative,"""If real life was like Amazon"
40263,negative,"""Al-Baghdadi in his latest speech remembered Palestine but forgot Iran"
40265,negative,"""you may not be allowed to speak to justin bieber"
40267,negative,You may not speak to justin bieber unless you are spoken to wtf are you the queen? the pope? no didn't think so
40268,negative,"""By Hadeel Al Sayegh DUBAI"
40272,negative,"""Sir John dined from Justin Bieber was closed"
40275,negative,Iran: Mass execution of 8 prisoners in just 3 days https://t.co/ljPpQ1l1Tv #health #politics #sun
40276,negative,Once upon a time I smashed my face into my keyboard and accidentally wrote the 5th Twilight book.
40277,negative,"""Justin Bieber u may have cool music now but I swear to God if you offer me one more piece of unsolicited """"sage"""" advice"""
40279,negative,"""Four Palestinians were killed on Thursday"
40287,negative,12000 contestants for February election in Iran. 11909 are US backed dummy candidates to split the Ahmadineijad's votes. @wsj @timesofindia
40288,negative,"""@aweiser278 if i had the power"
40289,negative,@cerenomri  these ppl should read the Bible.They may not be so eager to continue to harass Israel. It doesn't work out so well 4 them.
40290,negative,@LToddWood @JohnKerry very soon Iran will be the 10th.  Who will be the first to start a nuclear war Iran or Russia?
40293,negative,"""George Lincoln Rockwell was one of the 1st to recognize that Conservatives like @NRO Buckley"
40294,negative,@thetimes may he forgot Israel isn't Syria or Afganistan. ..we will see if he beat  or he will be beaten hard
40298,negative,Kendrick's 2015 album may be important but it's not especially listenable. Future sounds like a guy playing with a microphone at Best Buy.
40300,negative,Seems fraud Baghdadi's desperate with cheap shot against Israel because he can't get Muslim support for his 'state' https://t.co/OETNg9i8ot
40302,negative,@carlalyttle @UnitedByLarry That's Ashley in the 1st pic not Briana but the pregnancy is still fake af
40305,negative,"""When gaza march out pon the battlefield it's a funeral... israel burial"
40311,negative,Watched 5 minutes of the roast of Justin bieber and it may be the most brutal thing I've seen
40314,negative,"""@Neshika_ @JudeanPF I hear you"
40316,negative,When you realize that the Twilight 10th Anniversary Edition isn't the same height as the original hardcovers :'(
40321,negative,ANY black american that supports what Israel is doing to the palestinian people may as well go take a big old shit on MLKs grave
40323,negative,swear twilight was badass vampire/werewolf shit but this 4th one is just bella &amp; edward shaggin wtf happened did the budget run out or what
40324,negative,"""@dirgeheavy see the attacks on iran by christofascist zionist cabal. Primarily for oil"
40328,negative,"""@nvmjamie """"you may not be allowed to speak to Justin Bieber"""" doesn't that kinda take the """"greet"""" out of """"meet and greet""""???"""
40329,negative,yall Briana a funny ass bitch yo she may be slow asf but gosh lee she be having me dead
40333,negative,briana is 12 months pregnant tell a friend the baby may be stuck gtg
40335,negative,"""P.Diddy gave Justin Bieber a $300"
40338,negative,"""It may sound surprising to say """"American Jewish opposition to Israel""""...but it is sadly accurate - @DanielGordis   https://t.co/oU7W34NlFz"""
40357,negative,Tell me again how Iran isn't spreading mischief around the Muslim world. May Allah break their backs.  https://t.co/U48mQaUK2y
40361,negative,"""@ColonelWEKurtz they've been clearing Palestine for 40 years &amp; dumping wogs in Australia"
40362,negative,@aliharbi9 badboy Putin wont let this continue forever. he may secretly back ISIS in their call for uprising in Saudi Arabia
40365,negative,You may say I lost everything but I still had my bedazzler is the Lady Gaga quote I relate to the most. Bc I have nothing but a bedazzler.
40371,negative,@codeaud @mariannesansum @mkmknani @ritzy_jewels Israel will STOMP you like a June Bug
40380,negative,the 1st twilight is soooo bad
40384,negative,"""@gorgeouspete this is like the 10th time they've posted this.  Why not put better artists on there"
40389,negative,"""In December 27"
40393,negative,Maybe if Eamon Collins who testified against slab wasn't killed by the IRA u could try slab using  a jury court  https://t.co/Kl5fxG2tBI
40394,negative,@Phoenvvx sure. Even Kendrick lost it towards the end of his Black Friday freestyle ( and this isn't me hating).
40398,negative,Finally watching Twilight for the 1st time. Now I can see why I avoided it #socringeworthy #awkwardacting :S
40400,negative,@RichardDawkins not one word deploring attacks on Charlie Hebdo nor barbaric nature of islam in the 21st C as long as it's sharia compliant
40402,negative,"""When th 1st war began"
40403,negative,"""the 1st twilight is so fucking creepy. if your boyfriend doesn't want to sniff you"
40409,negative,Today is the 7th anniversary of Israel's major aggression against #Gaza. They killed 1500 Palestinian citizens in 22 days.
40411,negative,Israel it's terrorism. #Israel #free_palestine  https://t.co/Y5yYt08mGw #science #math #ACT #SAT #scholarship #highered
40412,negative,"""Rebel chief death may hurt Syria talks"
40414,negative,"""@OkKelly22 We""""re barely 40% to the IRA tally in England. Tolerance is high for this. Deaths will be sky-high before the march down Whitehall"""
40415,negative,"""Sick Quizling Jew @maxblumenthal lies again about Israel. In other news"
40416,negative,"""Never mind TFI Friday"
40419,negative,"""UN Mediator doesn't place blame in Negev battle but charges Israel with """"obstruction of truce"""" in refusing access to observers [27 Dec 48]"""
40423,negative,@SmittyGotNoHoes it's the coaching fault how is Kendrick not rushing the passer anymore on 3rd down ? Like Cox not our best option
40441,negative,World View: Israel and Hezbollah May Be Close to War Again - Barack sides with Iran/Palestine .#tcot .#ccot .#tgdn https://t.co/wzMdHp6Slm
40443,negative,Either live within the laws of Nigeria or you take a hike to Iran where you have publicly pledged your allegiance to https://t.co/hvi0DBVZia
40446,negative,The 1979 islamist revolution in Iran created a hijab law. We're blinded by the fact's clarity. https://t.co/iRxbstoyoj @shadihamid @hsmoghul
40447,negative,"""Depending on how this happens"
40453,negative,"""-Puts Black Hole Sun on in the car-  My Dad asks my Mom who plays this song  Mom: The Beatles? No wait"
40458,negative,"""@TheBigKohen @handaayass @BillieKayWWE You are a Zionist"
40462,negative,@PaulGoble1 And the father of the Speaker of the Knesset works for Kirill. My 1st argument that Active Measures are severe in Israel.
40473,negative,The verse of Kendrick Lamar on Black Friday.. Listen to that shit with a notebook
40478,negative,"""Fuckin """"Briana updates"""" bitch u may as well start an update account for your shit you so interested in some fake ass """"baby mama"""""""
40489,negative,I am Painset shimmercakes unchanged demigod of the frieks  I want power and revenge against twilight and sun butt
40492,negative,Boycott and sanction' power to be stripped from UK councils.  Awww the Boycott must really be hurting Israel. #BDS   https://t.co/hvJvpfJx1L
40496,negative,@Keith_Russell @Hayles_101 he won't be a legend by May when we don't get top 4 and he ends up sacked like Seedorf at Milan
40498,negative,What does Chris Evans have in common with Jeremy? The potential to be the most irritating man on ghe planet. https://t.co/8FtKmd07Kt
40506,negative,"""@NorthernLight @stardust193 It may surprise you"
40507,negative,@TomLovesLoki *I sat in my cell after my little chat with Odin. I was to sit and rot while Thor ruled Asgard. How disgusted I felt. I heard~
40508,negative,Cos the @UN appears now to be run by 3rd world dictators whose agenda is to libel Israel? https://t.co/4TZzKiLc5c
40511,negative,"""Kim Kardashian is irrelavant now"
40513,negative,Chris Evans admits defeat as he can't juggle both Top Gear and TFI Friday https://t.co/WM1A9RuXIn https://t.co/0syl1kazgr
40514,negative,"""Christmas may be over"
40515,negative,"""Don't sleep on Matty B"
40516,negative,a shame I can sit up n call my daddy and granny nem back 2 back 2 back n they won't pick up but let Briana call they answer the 1st ring
40520,negative,Justin Bieber drunk singing sorry  and rocking out with fans at 1 oak nightclub November 14 2015 (3) https://t.co/hoaNfOMzYW
40524,negative,@jsbtc @ramzpaul yes i see. the stormfront idiots callhim the 4th reiche dont they know his son&amp;law is jewish? they have property in israel?
40532,negative,"""Watching 50 Shades of Grey for the 1st time... it's SO bad. Like """"Twilight"
40533,negative,@Sandwich_Fire I pray that one day you die in hell. Along side capitalist pigs like Kim Kardashian &amp; Justin Bieber. May Stalin smite you.
40544,negative,Assam Congress leader Nilomoni sen deka reffered Smritini Irani as PM's 2nd wife..And Still Rahul Gandhi talks about women Empowerment.
40545,negative,@faizalhamssin May be coz we've been molded that all bad are from the Israel &amp; Western world. We have forgotten there are 2 sides of a coin.
40556,negative,I may have just bought the Kimoji app for $1.99 JUST so I could text Kim Kardashian's ugly crying face.
40560,negative,@BorzumSul the kanye in israel tweet may have been the worst tweet i've ever read in my life
40570,negative,"""Milan fire as all fucks too"
40574,negative,Values learnt in starting never ends ... Mr Sanjay Nirupam is feeling sad with Rahul Gandhi and he may go back to join Shivsena ! A.K.SINGH
40578,negative,@IndianExpress People have no interest in Rahul Gandhi. He may go to Europe forever. He should take his mother with him.
40581,negative,"""Turkey's foreign policy has left it so isolated it is reaching out to Israel"
40582,negative,@kindabummed2016 all failures of US in the ME is bc security of Israel comes 1st and nobody even #Trump can not change this!
40585,negative,Remarkable Honda may leave milan - if he chose Lazio instead he may still have been playing football #Lazio #wrongchoice #SerieA
40586,negative,"""@tristanmarmont hey can not figure out the time of M&amp;G on January 12 in Milan"
40587,negative,"""ISIS is on the march"
40590,negative,Sat here dunking choc biscuits in my tea reading the daily mail.. And tells me about Justin bieber new find ( Xenia deli ) fuck off!! #jan1
40591,negative,I can't remember if my cat gets neutered today or tomorrow and I really don't feel like driving way out to Milan just to be turned away Rip
40592,negative,Beat Manus in Dark Souls today. It may have taken me 3 hours but we did it. Fuck that guy.
40596,negative,@URcrazytweeple mar jaa jakar tere maa baap ka jeevan sudhar jayega hahaha fuck off with mandana to iran u dont deserve to leave in india
40605,negative,"""Holy s**t"
40610,negative,@LloydChristmass @TRobinsonNewEra I haven't seen any evidence? On the 16th of October you pinned f#ck Israel? You sir are racist.
40613,negative,Israel warns Brazil faces diplomatic downgrade unless it accepts settler in occupied west bank as ambassador  https://t.co/ML0APQYTbb
40617,negative,"""@sniperking323 it's disturbing and in the 3rd movie he hits on human twilight"
40625,negative,Saudi to raise petrol prices by up to 40%: Riyadh (AFP) - Saudi Arabia said Monday it was raising petrol price... https://t.co/2rt4ds3bt8
40628,negative,they say 3rd times the charm but this is my 3rd time in israel and today I got lost in Jaffa for 5 hours
40631,negative,"""https://t.co/Y6IO6lyVhv As it's not Israel"
40642,negative,"""@Leonidfainberg @harmlesstree2 BS. Israel has started 7 of the 8 wars it has been involved in"
40646,negative,My family are listening to Justin Bieber and im just  Sat here feeling a little sick
40647,negative,Someone should have told Thor that sun in is just for hair and not for eyebrows
40651,negative,Saudi Arabia has announced it will raise petrol prices by over 40% from Tuesday as the country decided to cut the subsidies range.
40655,negative,@MargaretsBelly Amy Schumer is the stereotypical 1st world Laci Green feminazi. Plus she's unfunny
40657,negative,"""@TheTalkCBS Isn't it ~time for Justin Bieber to be medicated c an """"Antipsychotic?"""" May I suggest Haldol...he is old enough to know better"""
40659,negative,IS leader threatens to attack Israel 7 months after he threatened Saudi Arabia. Israel must be hurt to come 2nd only https://t.co/V6wQiA2HwM
40661,negative,"""@mattduss @chrislhayes if ISIS does gain a foothold there"
40666,negative,David Bowie may be warning us a giant hidden planet is about to hit Earth https://t.co/YY60knqqda #nibiru #planetx https://t.co/ZLyaWuPS8C
40671,negative,@SonofLiberty357 as they should be. Obama is a muslim and may very well support isis. Israel doesn't joke around with terror. Kill them all
40677,negative,My family &amp; I flew from Israel for 14 hours and our 2nd flight was delayed one day. we were only an hour away from home #delightdelaysweeps
40679,negative,I wonder if the Daily Rancid will be running a front page tomorrow on the bigot-fest at Ibrox. Or are they only worried about IRA tweets?
40680,negative,"""If I tell you 100 soldier will die tomorrow no one will react"
40682,negative,@ThisIsGaZa @BrightonBDS That is insane Israel going after agricultural crops too?May be crops are terrorist.
40691,negative,Israel doesn't give a f*ck about the Geneva Convention - or human life unless it's in their interest. #Apartheid https://t.co/mWgbOnA4LK
40698,negative,Russia removes Iran's enriched uranium as per nuke deal: The Russia-Iran accord under the July deal foresees t... https://t.co/VlTRqrcM7n
40706,negative,"""The US is so weak"
40710,negative,@IsraelNewsNow May Israel obey the Ten Commandments one day?  No Israel thinks it is above God or justice.
40711,negative,@IsraelNewsNow I stand with israel and they may take my home and food...no thanks God taught me to avoid pits of snakes.
40718,negative,Saudi Arabia crushed by cheap oil - and the cuts are coming December 28 - CNNMoney https://t.co/ItvOY0oCIj I call this an ISIS motive
40719,negative,"""Saudi Arabia"
40731,negative,"""@headlineniaz @fandombeliefs youre in denial jfc . the babys born in February right "
40735,negative,Ralphie May has got to be the laziest fucking comedian of my life.. making jokes about vaginas. IT'S ONLY FUNNY WHEN AMY SCHUMER DOES THAT!!
40741,negative,@WePalestinians Palestinian citizens of Israel are treated as 3rd class citizens. You just proved that calling them Arabs instead of Israeli
40743,negative,kingpin Saudi Arabia posted a record $98 billion budget deficit in 2015 due to the sharp fall in oil prices finance ministry said on Monday
40745,negative,@seeinginfrared you may be right he was innocent.If Levinson stupid enough to spy on Iran about cigarette smuggling then the guy is a retard
40749,negative,"""It's kind of annoying that all the things that I got picked on for in the 6th grade is suddenly popular. Ex: Justin Bieber"
40756,negative,Saudi Arabia may use up its wealth in the upcoming 5 years if their deficit along with oil prices don't change.... https://t.co/gmj4kAcFLC
40760,negative,Justin Bieber is coming to Portland but my mom thinks he's a creep and his concert is on a Sunday so guess who doesn't get to go.
40762,negative,"""@FoxNews @foxnewspolitics Iran got the carrot"
40765,negative,Breaking news: Saudi Arabia bankruptcy now on the waywithin Feb for crude breakdown below @20$ for over supply and less consumption globally
40766,negative,"""Not even Syrians think of destroying Israel as much as Nusrah"
40771,negative,The city of Milan was brought to a standstill on Monday after the local government barred all traffic within... https://t.co/yyz0ieys0v
40775,negative,"""After Charlie Hebdo murders"
40776,negative,Israel used to kill 10 Arabs for every Israeli soldier killed. This ratio may be reversed if hostilities with Hizbollah move beyond words.
40781,negative,New violence erupted in the West Bank Thursday with four Palestinian attackers shot dead by Israeli forces as Israel recoiled over a video
40784,negative,Hohohohohohohoho  This may be the beginning of our end! Iran too is standing at the corner o https://t.co/udlaMz3aGB
40804,negative,@VanityFair  Alex Kim Kardashian worth how to love Kim Kardashian she's so bad Sun Conure to
40806,negative,dear @Microsoft the newOoffice for Mac is great and all
40807,negative,@Microsoft how about you make a system that doesn't eat my friggin discs. This is the 2nd time this has happened and I am so sick of it!
40808,negative,I may be ignorant on this issue but... should we celebrate @Microsoft's parental leave changes? Doesn't the gender divide suggest... (1/2)
40809,negative,Thanks to @microsoft
40811,negative,@MikeWolf1980 @Microsoft I will be downgrading and let #Windows10 be out for almost the 1st yr b4 trying it again. #Windows10fail
40812,negative,@Microsoft 2nd computer with same error!!! #Windows10fail Guess we will shelve this until SP1! http://t.co/QCcHlKuy8Q
40814,negative,#teens @BillGates 1st company failed miserably. When Gates &amp; @PaulGAllen tried to sell the product it wouldn't work #nevergiveup @Microsoft
40817,negative,@Microsoft support for 365 has been terrible. On the phone for an hour then got dropped. So far not worth the headache. May ask for refund.
40819,negative,Again-just like #Windows 8- @Microsoft makes 10 w/o the start menu their best customers want - 3rd party app needed https://t.co/UReVyLXctn
40823,negative,@Microsoft Is it normal that it takes hours to check the email name for creating an microsoft account? 2nd try!
40826,negative,@Microsoft you may want to fix this... http://t.co/pxg1yPddcm
40827,negative,"After 75 minutes of being on hold with @Microsoft in India 1-800-936-5700 ""Adrian"" wants to transfer my call again (3rd time) #Windows10Fail"
40828,negative,@Microsoft On hold with support for 52 minutes now. C'mon.
40829,negative,@Microsoft Heard you are a software company. Why then is most of your software so bad that it has to be replaced by 3rd party apps?
40834,negative,@Microsoft @Windows Daily windows updates suck! W/ all the $$$ and drones U have working 4 U
40837,negative,@TechCrunch the phone will be too tall and bulky and annoying to tolerate use. @Microsoft may lose it like @BlackBerry has
40838,negative,I thought @Microsoft was retiring the Lumia line to give way to Surface Mobile? I guess not. https://t.co/7NRWeBqjEN
40839,negative,"@microsoft using Office 2013's Bing dictionary. type in ""bound."" This is the 3rd picture they show me. WTF?... http://t.co/VzwGIoLxco"
40841,negative,"@Microsoft ""For a limited time""   What about an eternally lasting NO &amp; plz shove Cortana where the sun doesn't shine http://t.co/RLKSqTMneH"
40845,negative,"I've just been told for the 5th time that my case number ""will be escalated"" to a Level II tech by @MicrosoftHelps @Microsoft @Windows"
40846,negative,Now I'm trying to get to @MicrosoftHelps @Microsoft @Windows support online for about the 5th time.m
40847,negative,Spending the day on the phone with @Microsoft. This is not how I wanted to spend my Sunday
40853,negative,@Microsoft @MicrosoftHelps For the 2nd time I have been charged for something I wasnt made aware of. Person on the phone didn't care.
40854,negative,I hate you @Adobe
40855,negative,Appalling experience with @Microsoft helpline. 2hrs on phone &amp; counting. Now on hold to speak 6th rep so far @MicrosoftHelps Not impressed!!
40856,negative,@tomwarren @microsoft the lumia cityman looks terrible and its blue not Cyan?! Buttons may be too small. #Lumia 730/735 has a superior look.
40860,negative,3rd rep just hung up on me. Absolutely devastated at how @microsoft's customer service treated me
