content,target
Amazing day with my boyfriend. He's a good drummer.,1.0
Relaxing.,0.0
@meghan7x Happy birthday in 2 hours and 54 minuets  Haha,1.0
Ugh fun concert  screen cracked on phone again because it fell... =\,1.0
@everyboy  give them my best!,1.0
@KarenAlloy Congratulations  xo,0.0
i have no idea what im doing and i am completely lost.,0.0
Watching George Lopez. Went to my school and played some basketball. Today was pretty nice. And HOT!,0.0
Thinking of what I should do in Vegas??? Any good ideas or places that are a most see!??,0.0
"@Tam98 just looked at your page and realised it was a radio show, get them to play Call It What You Want so love that track",1.0
@KeytaJ yes'ma... for an after party too after the show next week.,0.0
watching hoping for haley,0.0
@esmeg discover a whole new beautiful you,1.0
@Joel_Hayes I'm at sharkeez!,0.0
umm yeaa i go to like watch-movies-link.com or something like that and there pretty good quality,1.0
"@mstrillian sorry I can't help it, hopefully it rubs off on you.",0.0
Just downloaded twitterberry. My life is now even MORE convenient.,1.0
Home from a day of pampering with mom &amp; dinner with family. Am currently snuggied up on the couch with a glass of wine &amp; a new book. Ahhh,1.0
@slapmaster i know i really wanna do some more stuff im out of school in the next week so ill have a few free days a week... ill hit u up,0.0
"takin short nap, gym and work before kids come back home tonite",0.0
"You make me smile....it will get better, you have to believe that",1.0
"i thought ur account @DavidArchie was fake. but, it's true, sorry david!",0.0
@PinkBerryGirl Aha I see...will do,1.0
fun day with boo. short but fun,1.0
"@CrZy4Him girl, when you crash, it may last for 2 days",1.0
Good movie.,1.0
watchin what a girl wants with mom and brittany..,1.0
"Happy Mother's Day! Be sure to say I &lt;3 you, Mum.",1.0
cousin leon was born today,1.0
@kmaco214 No code I think @sunnieM coined the phrase Hottie Switchfoot Guy for Tim HSG for short  ~wendy~,0.0
Girls night in portland,0.0
Just took a shower.We're gonna go to Church.Time to thank Him for my mother.,1.0
"@biankuh no, im a people pleaser",0.0
sweet dreams,1.0
@liz920 I would notice...,0.0
i now know that we've made a difference in each others lives...i feel proud.,0.0
Had a good day selling at Feria Urbana. The ladies love them some laser-cut felt.,1.0
Caps lost. ARGH! But HP game evening was much fun,1.0
@piticu21 4n? ma rog  never heard of it  esti beat acum? u tweet too much,0.0
"@denisev3 it was a biligual sweatshop LOL I talk 2 him once in a while but not as much, he got an r6",1.0
"@rainnwilson E.L.O.  wow, brings back so many happy memories.  LOVE this band!..and yes, I know I'm showing my age but I don't care",1.0
"@NYBabe i would say 10 years younger is not too young, but he would have to be intelligent, good convo skills and other skills",0.0
"Family guy reruns, food, and, good phone conversations  ah, saturdays.",1.0
"@seanthigpen i've heard that ST isn't true imax- shot at 1828x1556 and blown up to 4096, still- nice big screen!",0.0
@Vivienne_m do it up,0.0
@chocolatepixels I have a new found respect for you now that I know you know the Konami code!,0.0
i can't stop listening to @Jonasbrothers new single! (paranoid) it's so amazing. i love them.,1.0
@jerrytaft Can you talk to my hubby @actonm and convince him that that's a great present for ALL mommies???,0.0
i know when Alexx's debut in Big Butt Magazine comes out...because she loves me,1.0
@_missrachel how much?,0.0
"@patricklanglois I simply loved the pic. I'm glad you're happy, that's makes me feel happy too  love you &lt;3",1.0
deep fried mars bars! Nice..me like  awake cant sleep..chocolate overload!,0.0
hommmmmme! good day,1.0
Sadness is a necessary evil in life; it gives us reason to remember and appreciate the things we lose,1.0
Going to the Gold Coast for mothers day lunch,1.0
@stephanewws Thanks for finding me!  Have a wonderful evening!,1.0
@mizzlianne that's so *sweet*..,1.0
"@rawkinalien0917 i smell 'selos'. hihi  kidding. Uh, tsokay i guess. ;;) Pero diba.. FAITHFUL .. LOYAL.. )",0.0
@Bethsybsb,0.0
"@therealkyra awww what's the matter, kyra? we @ SugarLoot miss you",0.0
who goes bowling anymore?... me and my friends,1.0
needs a non-long distance boyfriend/girlfriend. Watching Sonny with A Chance,0.0
Watching the Pianist with my dad great movie.,1.0
@luvinjrandsmoke His beard is addressed in this week's LOLs.,1.0
feels accomplished!!!  She got a lot done today! http://plurk.com/p/stns9,1.0
There's just something about a sexy blonde cowgirl rubbing herself in a field  http://worldsbestpornmovies.com/faithmov3.htm,1.0
@Mr_Bloggerific OK...you do that.,1.0
Happy Mother's Day to all the moms out there!,1.0
"I wish I knew how to play an instrument. Lessons for Menace and Missy Moo, for sure. Piano? Cello? Bass? Whatever they want",1.0
"this aztec mask is harder then i thought! but u kno what, i think i did a pretty good job for not being an artist",1.0
"@guyswithiphones no prob, you have a sexy site there",0.0
"@Carmen_Believer I know! That's ok, most did ;) Thanks",0.0
Mock AP Chemistry exam today! Then to Central Park!  Is there gonna be a AP Chem v. AP Bio tournament?!,1.0
@ITTO88 dear ITTO what could possibly be THAT bad? Xo,1.0
was an international student today  had sooo much fun at sixflags with friends i don't know well enough!,0.0
Whoever u are and wherever u go always remember where u come from,1.0
Had fun at the Airshow with the boys today - exhausted,1.0
eyes wide shut is one of the weirder movies ive seen. any1 wanna sell me their.45?  just so i can sleep in my apt by myself,0.0
Just saw Ghost of Girlfriends Past  it was actually really cute for a total chick flick. Mattew McConaughey is smexy,1.0
is watching Because I Said So,0.0
@evansdave thanks man!  I appreciate it!  You rock sir.,1.0
@elliottng congrats! My wife would oppose live tweeting birth too I'm sure,1.0
Watching the fight video.  Still shots of me breaking his nose to come soon.  Austin D. has some pretty good commentary.,0.0
@rexharrislive Thank you very much Rex for FF,0.0
@SherriEShepherd hey Sherri -- don't give up b/c they're married; they may have a brother or a friend!,1.0
@jtimberlake wweeeeooo! snl soon,1.0
"@KevinRay rub it in now...I had 2 do mine the old fashioned way, &amp; in the heat LOL  Yea U have no excuses so tom grab that beer &amp;.....",0.0
"@rumblepurr That's not what @BabyPatches said  I like you, too, though. @Wildboutbirds is going steady with @ThatStripeyCat, though.....",0.0
chillin bored drinking a margarita. txt me,0.0
@alaina_ Lmao I know!! They have two days off. Good thing for them,1.0
going to EK nao... will meet bloggers there instead of Makati  http://plurk.com/p/stnt0,0.0
in rye..happy mothers day mums  ily mummy  lol,1.0
I love my hair blowin in the wind,1.0
"@dazzledbydiaper Everyone, please welcome my new friend, Kari, with a warm follow, as she just set up her twitter account tonight",1.0
@chictopia it's ok because one of my favorite movie series is Star Wars. That makes me more of a dork than you,0.0
"Yummy yum-cha for mother's day with mum, dad, arcel and egg-pants  yuuuuuum  http://twitpic.com/4w65x",1.0
@destroytoday hahah I'll try,1.0
I'm clean,0.0
@spiderdj82 i was about 25 minutes late. i think they thought i got lost but i knew where i was going. yeah right! lol.,0.0
@TheKrewe Glad you are having a blast.,1.0
@njshoreboy89  and what did i do to u kk thanks,0.0
@kirstiealley  Your such a riot!!    You go girl!!,1.0
@jakeofficial How about give golf lessons?? AND sing to your student taking lessons??    (JAKEOWEN2009 live &gt; http://ustre.am/2S1Y),0.0
"@claramattos yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha",1.0
@winebratsf What are those barrels made of? Hey pass that barrel,0.0
@pleasurep i love that song,1.0
@theremedy4u  5 days,0.0
"getting ready to go read, pray, and go to bed. Enjoy the rest of the night",1.0
watching &quot;slice of life&quot; (laughing at the songgg) and then going to sleep,1.0
@MissSaraBee haha breakfast will fix that  w/ a large cwoffee,0.0
lvl 96 me vs a lvl 115 owned me i was useing crappy armour,1.0
@FollowSavvy @FollowMandy have funnn!,1.0
@YoshiTori Yeaup. I was gonna tell ya that,1.0
Movin into the Big Room,0.0
Relaxing,1.0
"@qwe4423 ?. Pick up that, as fast you can!",0.0
@Praxilla My kids count down the days till Saturday. I hope it's something they remember all of their lives!,1.0
"the free fillin' app on my ipod is fun, im addicted",0.0
@titanite lol happy you like it,0.0
happy mothers day x &amp; go the dockers,1.0
just finished watching Ace of Cakes where they showed how they made the cake for the 100th episode of LOST,0.0
@shiminhas boa nooite,0.0
i jus love doin night shifts...will be done in an hour,1.0
@LYRiCSnLiPSTiCK me me me!  lol,1.0
http://twitpic.com/4w67k - Camping at black butte lake,0.0
@verwon and now I am starting to feel really old.,0.0
"http://twitpic.com/4w67l - Im hard core, you just dont know it.",0.0
Home from dinner with the parents,0.0
planning for mothers day special for my beloved mother,1.0
@jerrytrainor We never miss ICarly - my son has a huge crush on Miranda,1.0
"@sugarjones re: @garyvee &quot;Lost&quot; comment: oh yes, classic! That will free up some time fo sho!",0.0
@turnontheradiox sure ill follow you hun  ohh thank you are you a subscriber on my youtube?,0.0
oooh yeaah fooood time I've found my seat at this bbq right in front of the food  hahaa,0.0
So my coworker/friend told me the manager who sent me home is afraid she's in trouble for sending me home haha. Dumb bitch,0.0
"Work, work, work and why did I get so tired all of a sudden. @PaulAros , nicole told me you say 'Hi' aww she was so enthusiastic  hi paul",0.0
@avenueofthearts My Pleasure,0.0
Early Mother's Day dinner with the @AaronBishop family,0.0
@iampritty Oh! Outside? Glad to see you didn't melt!!,1.0
@h0ney_ I had curry shrimp yesterday lol I love seafood,1.0
@harmonymatters Cool I'm glad.I will save some tea for you,1.0
Done a bump out and now back in bed seemingly unable to muster the energy to get up again  Sundays are great.,0.0
@tanahuffman Same here  Mmmm... Macrina Bakery.,1.0
who not here be glad!!!!!!! ur sso luckyyyyyyy i hate u r home n r not enduring dis!!!!,0.0
@diana_truong sunbae* my bad jst scratch wht i said  im talking nonsense here.. lol!!! enjoy the perfs,0.0
0,0.0
@jaystokes4 lol oh ok..well n that case..thank u,0.0
"@collegiate Wowzer! Deep stuff there, but CIS will probably give you more earning potential.",0.0
So @jtimberlake is on SNL tonight! it's going to be a HILARIOUS,1.0
@TuCheInvoco thank you,1.0
@barnaby3 Did I miss you going to The Killers or is it soon? Are you excited? I remembered I needed to ask you,0.0
"just got back from hangin with the bestie at the pool, soo nice",1.0
@BrokePimpStyles Yep Yep! I plan to do nothing  That is bliss to me!,1.0
At dinner with an amazing person i like to call Mom,1.0
really fun day  gahhh i want my new phone this razr is killin me,1.0
took a nap at the beach...,0.0
clean up day was awesome  portuguese feast was EHHH. lol rain is icky and thunder;lightning is scary,0.0
@MissLaniSasha lmfao!!! Yea anyone?? Please?? We're really pretty!!!,0.0
its so hard to get mum to answer the phone!! happy mothers day to her anyways..,0.0
"@capemaybooks woofers, I knew it was you",0.0
"I tripped over a rubbish bin at Warehouse Stationary just before. Not a great Mothers' Day so far, but I'm thinking it will improve",1.0
About to embark on a large tour of bars for a project.  Hopefully I won't die from alcohol poisoning,0.0
@ItsNeet Teehee..I know it too!,1.0
Laying in bed texting. Good night ya'll,0.0
thinks tonight couldn't have gone more perfect.,0.0
@purplish08 hey! Sorry I didn't see ur message to me,0.0
"@GreeGreece oh wait your in Greece, I'm in the U.S of course you think differently",0.0
Had a good end to a busy day and now I'm off to bed with a full belly of sushi,1.0
is going to see the Hannah Montana movie!!...lol...what a dork huh?!,0.0
@thedcsportspage That's what I told him.,0.0
never expected to hear Beastie Boys in a Star Trek movie... was a super great flick though. *pew peww* -- (phasers),0.0
@corrykbythebay  Some peoples kids..,0.0
Happy Mothers May to my Mak   Love you always! XOXO.,1.0
@Java4Two TY very much for FF,0.0
"@cestcassie Aw, that song makes me think of girl scouts.",1.0
Yo somebody's mother just came to the club dresses like she's going straight to church after the club! I feel like I'm going to hell 4  @,0.0
"@RebeccaNavarro @banditTA00 sorry, I'm back.. food was calling my name..lol..all is good here  and HI! , sorry I haven't said sooner lol",0.0
Alix's graduation party!,0.0
"i wanna move to england! &quot;ello, i must go to the loo. i will head to my caddy,yes.&quot; gahaha and the awesome accent.",0.0
@ZnaTrainer How are you today!?,0.0
"@JaneEJohnson If y'all say so, I trust you on that one",0.0
@jonasbrothers http://twitpic.com/3bnas - oh my god! you're adorable! ilove you so much  you are my inspiration Nick!,1.0
@jareason legit. Legit cruise.,0.0
@Woahitssarah i believe that you are,0.0
@kirstyyl Yes because I haven't worn jeans in ages,0.0
@lachrist5067 72-65 Cavs! The score is and was! LOL,0.0
hubby is snoring!  but I still love him,1.0
Back from NY...just ahead of the rain.,0.0
@Deejai Nice to meet you toooo  Good to know another one of my followers ACTUALLY speak!,1.0
what a wonderful day...i am going to sleep so well tonight,1.0
@InnoLab Yes - it's an article I wrote on my blog a while ago.,0.0
Omg. i love my parents i juss got a lavender camera as an early birthday present!!!,0.0
@DavidArchie @Hatz94Music i just want to wish your mom a happy mothers day!,1.0
omg! goooood ass nappy nap  jusss woke up bout 2 clean up a lil then get ready,0.0
About to venture forth to Turkey Creek &amp; fetch the boy after his post prom festivities. Hope he had fun,1.0
http://twitpic.com/4w6lf - BBQ time again.,1.0
Happy Mother's Day MM mums!!!! hope you all have a lovely day  #mamam,0.0
Whoooooo I'm gettin' extra hours today    afterwards I'm gonna see if I can get some marigolds for my mum ^^,0.0
@Carrie_King no worries. Miss you mucho,1.0
"@WalkingHorse Fear not! You deserve alot, you care for animals. )) I'll get some food, don't worry!",1.0
@nsharm75 thank you for reading Ohlala,1.0
@rockchick0125 yup!  Now I can join in on the nin access fun!,0.0
"got so totally lost that I had to pay for a taxi to get me back to where I was supposed to be. Yeah, something like that, lol.",0.0
KICKIN BAK......NEED 2 DO MY HW.....I MISS U BABE  LOLZ,1.0
My purple pusrse is pretty  someone tell Katie Holmes!,1.0
@lyracole P.S. The &quot;duh&quot; was directed towards myself...,0.0
@tangokjewelry LOL!  Too true,0.0
"@meesterbell yes, I do  but why did you change?",0.0
@savagetaylor next year will be sweeet,1.0
Happy Mother's day!  miss my mom so much... Always will be the best mom ever!,1.0
Happy Mother's day,1.0
Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm,0.0
@Mr_Bloggerific HA!  Nice try.  I will outright deny any accusations.  But good luck with that...,1.0
"@MICHALL_BODUCH Awww, you will get more friends on facebook. Just be yourself and people will add you",1.0
"@danielshockk coooooooool, yes, CIWWAF are awesome.",1.0
Just chillin at home,0.0
celebrating being engaged for 1 year to the handsome @aaronmbaer!,1.0
@amandavp yea.. I will    haha,0.0
@iGaia Nope!  She can travel all she wants when SHE can pay for it.,0.0
@V_Simmons everyone has their mistakes to make and lessons to learn. Don't let the negativity get to you.,0.0
@farwyde quite all right. cock sounds better than clock coming from a female anyway,1.0
@brentleary what with the Force MD Tender love how could not love those guys,0.0
@TheLonely ::Looks disappointed:: Cause I'm the Hug Princess. And I told you my cyber hugs tend to get violent.,0.0
678 triple 98212,0.0
haciendo mi primer app con Thin + Rack + some crazy stuff...,1.0
@jayshake Internet radio thing for one of the many forums I am on,0.0
@staciemwhite Its over for them,1.0
A shower feels so refreshing after a long day at the fair,1.0
@mtomsjr Thank u hun. Say the same to yours.  Good Night. LIQUID DREAMS,1.0
@ReelJPMorgan I'm tellin u. I'm pretty mean in the kitchen lolol they're yummy,1.0
@packers4 That's interesting to know... thanks,0.0
@eeeegads thank you,1.0
@SolaiGWC *whew* Ok good.I really don't want that too happen. All my friends loved it. Can't wait to talk about it monday in class.,1.0
@curtsmith Enjoy! Family trumps everything,1.0
my mother is drunk grrrreat.. It's okay it's mothers week,1.0
@DiamondBlue hehehe!! Are you tryna find another condom  better get u for boxes cuz ima take u thru all of em,1.0
"@marano2288 aww, thanks babe!  you and yours have plans for tomorrow?",1.0
"@JennysMyName baha, i'm gonna have to find some!  i dont think we took any D: but i'm gonna find some!",0.0
Is back in sunny 95 degree weather though,0.0
Just getting home from work...finally,1.0
Woo hoo party over here. Its gonna be fun,1.0
a salt pig thing coz she broke her other one! lol  do you guys even no wat a salt pig is?,0.0
so Roman is now on pain killers and some LQ meds. Thanks Jess for agreeing to go get him yogurt before you go out!,0.0
"@hatpak12 Remeber my blue dolphin?  I wore it out, thinking Victoria day gift for me?",0.0
@Juan_Kinda_Guy  your kids are growing up around science guys. I grew up around politics.,0.0
singing songs and filming movies  what i do best,0.0
@mitsougelinas oui ta soeur!!,0.0
"@esmebella Kk, I just had 888 followers like a minute ago",0.0
Hehe nah just doing this and watching Ace of Cakes with @jlsegarra while our 4-legged &quot;kids&quot; run around. Couldn't ask for more,0.0
@ykitatequila OH YEAH &amp; U TOO  ALL 4 OF US hehe &lt;3,1.0
Speaking to my new tweeples.... getting acquainted with them... If you've never spoke to me.. Do so now,0.0
listening to the best days of your life by kellie pickler,1.0
Yaay congrats Shmolan on graduating  I'm proud of you!! Have fun! &lt;3,1.0
"just got home from Tillie's dance recital. lol, it was spectacular!",1.0
spent a few hours being a camera whore with palina,0.0
Pub crawling through NE pdx,1.0
@lillogs you should totally come get me and bring me to kelslaws house with you.,0.0
I'm sooo HAPPY Demi's back on twitter!,1.0
"Excellent, excellent movie!  Star Trek, that is.",0.0
"@MeganWrappe Well, guess we just make a pretty great pair.  So, I don't think our birthday date is going to happen. :'(",0.0
@aprilcandy70  also check out @spiritjump and @hatsandhugs  2 other wonderful causes that need our help,1.0
is thrilled prom went well,1.0
My tweet is on cheaptweet.  You wanna vote for me  http://cheaptweet.com/t/syopvd,1.0
"@ThisIsRobThomas Good night, Rob. Sleep well. Safe travels tomorrow!",0.0
"@rahsheen alright, I'll let you slide on that one",0.0
@Brandi408 thank you!,1.0
finally get my hands on my laptop!  just ate the biggest burrito de asada EVER  and now im gonna get ready for the party-ooo!,1.0
@twtboxdj  Thanks Mr. DJ!,1.0
@Oprah Happy mother's day Oprah.  You're a mom to your girls too!,1.0
Just finished watching He's Just Not That Into You.  Loved it.,0.0
Hanging with my cousin Jimmy then hopefully hanging with my friend,1.0
I had a great date last night...tried to find the CDCaves with Daniel  it was HILARIOUSLY FUN!!!,1.0
With alex,0.0
@fureousangel that is comedy  good luck my friend!,1.0
"stephs grad party gr8! shoved cake in her face, watchd sis bitch slap a boy, ate good food  satisfied",1.0
@jesfive SWEEEEET - San Fran is awesome!!!!  Love it there,1.0
is hangin with the love of my life. Tessa McCravy!!,0.0
I've Got An Urge To Make Music Like Massively.. I'm Going To The Studio,0.0
@lacrossehawty rofl uh huh,0.0
"@fankri haha! thanks, Tiff   it went well, but they WORE ME OUT!!! lol. im too old for this ;)",0.0
@alyssaisntcool hahah  i loveeee him though.,1.0
@bunnydrumming Hi bunny! I recently have subcribed to your channel on YouTube! You make some great stuff. Kinda just wanted to say hi!,1.0
Watching Gross Point Blank.,0.0
@elliottp I'll follow anyone who is a sticker for usage.,0.0
@CChiron Dude you rock,1.0
"@cassfern yes. and it was REALLY good. even though i am not into sci fi i loved it. &amp; haha, i know.",1.0
@douglasi TY for FF,0.0
@brucehoult oh really? why HELLO there,0.0
happy mother's day to your moms,0.0
I'm likable after all HAHAHAHAHAHAHA! Still over the moon,1.0
"Nice place to eat in sao paulo, brazil  http://twitgoo.com/28hh",1.0
enjoying my coffee with this super delicious cookie,1.0
"@JulieAbel I am in Weirton Julie, way up North at the tippy top! LOL we don't think southern WV folks like us too much.",1.0
"@petrilude OMG, you have curly hair! Too cute!",1.0
awww i bought my mom the cutest things for mothers day  woop woop mee expert shoper,1.0
Hello to all my new followers..    say hi @ me so i can say its nice to meet you too!,0.0
watching supernatural  those boys can hunt me any day &lt;3 haha,1.0
@ddlovato hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha,1.0
Finally home sweet home,1.0
@grabrielRossi which one? On Sportv ? Will connect righ the way,0.0
"@maryjanewatson I'm trying my dang hardest to not watch the movie again until I finish the book, again.",0.0
the last song all american rejects.......... an amazing song,1.0
@Linz__marie lol..french toast sticks too!,1.0
check out q100 right now..99.7,0.0
@MamiTica whatï¿½s hot and new?,0.0
@kerrisnead FOR REAL!  Isn't it exciting!!!!,0.0
@ppittman you are not old!!! You're  just comfy! Like worn in sweats! Said with all the love my sarcastic heart can muster....,1.0
"at the farm not enjoying cary ann, but loving the company!",1.0
http://twitpic.com/4w70j - Left: This is your brain. Right: This is your brain on drugs.,0.0
chilin with my little brotherrrr  oday was amazing xP,1.0
@SECTORLI: just had my debut on Thursday @ The Gallery Lounge! It was fun... can't wait to do the next one!!,0.0
goin out wit shina &amp; gigi . moviez,1.0
"@dcastellani yes, yes it was",0.0
@SusanCrenshaw Uh oh!  Hope nothing too damaged.,0.0
is #6 seed in regionals!!,0.0
Dfizzy if you ever read this Uh i got one question for you ^^ Would you ever date a fan?  Lmao!,0.0
listening to ECHO by Gorilla Zoe ahh love that song,1.0
"Today Dan bought me Bio Dome AND the Reality Bites Soundtrack! Needless to say he gets MAYJAH points!  Also, my tummy is not happy. Boo.",0.0
"Perth - Ford - Falcon - 1997 - $3,500  - new ad received and will be posted on the HCC site soon",0.0
@corkyloowho i will,0.0
@AnnCurry those photos are lovely! Who knew you were as talented a photographer as you are a journalist!,1.0
@shadrach I'm just following you because we're both wearing Converse,1.0
"having a creative party with me, myself, and moi",0.0
@char_anderson hehe   fun tweets !,1.0
@ikovannoy seperate = Yum. Together = gross sounding.,0.0
@shakeitblueyes good,1.0
@rachael_kearley That's Twitter for you.,0.0
Babysitting. Text me and keep me company,0.0
Massive morning.. I'm stuffed now,1.0
@rsxy ive been spending time w/my momma! we're celebrating mother's day for her early  ive been good! how was woodburn?,1.0
I'm ACTUALLY on Skype but ssshh don't tell anyone.,1.0
nachos and the tudors? i think so,0.0
Downing a glass of ginger ale and then relishing an early evening in bed with &quot;Because I Said So&quot; on Lifetime.,1.0
"Yeah, I think we've earned it!",1.0
Chillin out at home enjoying my new house... I must say I love it!!!  Hope your all having a great day!!!,0.0
@mommyof3_angels Self-confidence is the first requisite to great undertakings-seems like u r on right track-keep reminding me to follow u,0.0
"wow are you serious, another draw for the chicago fire, that's 5 in a row. well at least they're not losing game but we need a win soon",0.0
"bout to have dinner with the Homies. T.G.I Fridays takout, headed bak to the spot.",0.0
"@yourself_onfire I think Letitia is still trying to upload the digital, they were having problems before. I am sure she will let us know",0.0
The Eagles make saturday nights so much better.,1.0
So the movie was 3-D and really gooood,0.0
@davemark welcome to the last two years for Flyers fans,0.0
"Going to bed early... got a lot of important women to visit for Mothers Day tomorrow! PS- As of midnight tonight, HAPPY BDAY BOO BEAR!",0.0
"says good morning everyone! Once again, a happy mother's day to all the mothers out there!  I hope you all h... http://plurk.com/p/stq3f",0.0
@mileycyrus airsoft is so much fun! i play with my brothers and it's a great bonding experience.,1.0
@musicdotcom model on a pink motorcycle,0.0
@GregCarter I hear ya. You'll have to go back to work to rest.,1.0
http://twitpic.com/4w7d2 bwahahahahahaha I am so awesome,1.0
@GericaQuinn Yay  I Feel Loved  By You And My 113 Creepy Followers.,1.0
Wedding..,0.0
MY SiSTER iN LAW JUST LEFT FOR HER PROM!! SHE LOOKED SOO PRETTY.. TEARS ALL AROUND,1.0
@ClawdiaClawdia hey you weirdo! haha jk! I love you!,1.0
@SalioElSol08 Haha most def ^__^ Rob a bank with me so i could get all the swedish fishes in the world,0.0
Chillin at a bbq gettin my drink on,1.0
at the taste a addison w/ her fav. ppl,1.0
@akoyamiazaki #steel toe boots - Good to hear that you're comfy. Hopefully they are Kodiak or Terra brand,1.0
LMAO Twitting... thats never gonna get old haha!,1.0
"'Don't call your mother, 'cause now we're partners in crime.' -KP",0.0
lmfaoooo i fucking love this showwwww,1.0
Nice PC Authority review of the Tivo VOD service here: http://bit.ly/Ps7y2  I'm still loving my Tivo,1.0
@marqueA2 Amazing.  Thereby proving we cannot believe anything we see,0.0
"@timhaines making a 1 minute animation  a dramatic tragic story~. 2 characters, no dialogue. emotion with movement and setting/lighting",0.0
"@bunnymousekitt hahaha, yes, our discussions always seem to jump around randomly",1.0
@PRGabbi AWW thanks hopefully it is,1.0
@columbushort Follow Me,0.0
Is with our dog at the doggy park!,0.0
"happy mothers day. @jadeeisabel oh and no i havent read it yet, will do now",1.0
OH EMM GEE!! QUEBEC IN 16 DAYS. I AM SO EXCITED.,1.0
"Ha. J perfect timing on that message, the cure just came on",1.0
"@beilaq_sodmq ayee, watcha up to ?",0.0
"@teemwilliams Michelle, @tamronhall is on here. Don't u miss her being on Fox? I liked your interviews with her.",1.0
"@xstaylor LOL!  Considering the recent debate on DL, I'm not touching the bad boy thing.  I like the logical ones.",1.0
@tracekase GO TO BED!!!,0.0
gosh! i'm freakin' bored! talk to me!,0.0
@JoyofZen haha. so you are actually doing some cleaning! good actual work!,1.0
shawty next to me like hella good oowwwww,1.0
watching Star Trek and next to watch it at the movie theater 'cause the movie is really worth it...,0.0
Got moommy somn special for mothers day,0.0
k might take long then a minute then,0.0
@khalen it was good. Next time you get oohed you know where to go!,0.0
@dhgarske ha. nothing any man does is right on mothers day except for taking kids off mum's hands for whole day,0.0
@heidimontag my saturday was good  i cannot wait until this monday night,1.0
"@buckhollywood did you go to uga? If so, I liked you better before I knew! Ha!",0.0
iii loove davedays,1.0
@TaeJun stellar  happy ma's day to them,1.0
"@aprilyim @nesarajah he's hard to please, methinks he has the picture in his head just fine",1.0
is lets chat,0.0
Got some beautiful flowers and a mag subscription for Mother's Day  Spoilt! &lt;3,1.0
@isabellacane Thanks! I was gonna make a joke and say they look just like mine!,1.0
@ihatecrayons http://twitpic.com/4w75p - I like it!!,1.0
Working on several book projects that are due to be released within the next few months.  I need an extra pair of hands!  It's all good...,0.0
@harleyfatboy88b you're welcome,1.0
"I have lived through our band's first performance, and it was pretty damn fun.",1.0
Watching Oceans 11 in Vegas - seems so appropriate,0.0
Had a nice dinner with the hubby and now on our way home  45 min drive out of the city. *sigh*,0.0
@donutpower ... Kirby playing mario kart? ... Umm ... Donut? Are you sure you're in the right mindset?,0.0
"Thinking about my mother, and all the amazing mothers I know",1.0
@victor_go you sure ?,0.0
AK tonight with the lady and friends,1.0
is tired but happy the orphanage was wow.. and babysitting was really fun,1.0
is off to Tagaytay with the family! Happy Mum's Day to all you hot momma's,1.0
@deanlusk I love catching people singing in their cars. Even better if they're dancing,1.0
is ready for summer!!!,1.0
"Watching water boy  about to grub on some carnisada. Yum,Yum!!",1.0
Going to the grocery store with my Best Friend,0.0
@car4dave lol thanks!,1.0
@couponprincess Yes!!!! you me @brandyellen and @mkdb won the 4 that were given away    #sigjeans,0.0
tired as hell!!!! bed time from cara  nighty night twitter world..,1.0
Sitting waiting for dough to rise. There's something about it that calms me down. Maybe the knowledge that I'll have cinnamon rolls soon,0.0
@zactak I know!  I loved it.,1.0
"@sethsimonds well, my question is on your blog post",0.0
Watching superbad with brit,1.0
@kiwi_kikireestl nooo. you were on my yahoo account. hmm. i wanna say b2k days. idk fo'sho,0.0
"@davekennedy Wow, you might be countering the Benedryl with your enthusiasm.",1.0
"right now, im on the Internet Cafe",0.0
"@MedBotJinx #TFARP *takes a moment to translate, then nods* You're quite welcome.  Also, dear, it's probably best if you stay here again-",0.0
@sethsimonds  Re: chocolate thing,0.0
@limheeian iPhone is awesome man!! Time to join the Apple cult!!,1.0
on my way homee  i love long car rides&lt;3,1.0
Why is @MRCRISIS scared or @Mskatrina25 lmao.. Someone pls tell me!!,0.0
"We just crossed into the golden state, its nice being home",1.0
@fatbellybella lol cute.  BTW Happy Mother's Day lady,1.0
@TheSpencerSmith I'm part of a religion called People-With-Good-Taste-In-Music. We don't celebrate Jonas Brothers Day.,0.0
@Ep31 eh...I might drive through Chi-town on my way to Colorado....maybe I'll get one then.,0.0
Did anyone go photographing today? I managed to get a few macro shots of some flowers that were blooming,1.0
just downloaded more music and videos on my ipod.,0.0
@karramandi Where r u Yvonne?? Haven't seen u in the google groups in a day or so. Miss ya.,0.0
"@deekgeek Awwwwwww. You two are the cutest.  And gods, I LOVE your hair.",1.0
"@tatumeubanks I think you were dreaming that!  However, my memory does suck so maybe not",0.0
@ShannonElizab dont ya know? people love the human society,0.0
@sparrowstudio They turned out great! And I had a killer workout before-hand so no guilt,1.0
Found out earlier today that I'm going to be an Uncle,0.0
Operation Mischevious (Pinwheel) to commence in 25 min... lol  waiting on Ed to show up,1.0
@miizronnie aha speaking German  haha maybe i should send some stuff in Italian ;),1.0
just doin some jammin,0.0
"right n0w, im on my bed  egotastic r0cks!hahaha..",1.0
